BUSSTOP_NM	BUS_STOP_ID	GPS_LATI	GPS_LONG
오정육교	50200	36.358	127.417
오정동	50260	36.3542	127.417
한남대학교	50320	36.3507	127.419
홍도지하보도	12070	36.3479	127.422
홍도동현암아파트	12080	36.3445	127.424
새들뫼아파트	11200	36.3281	127.443
충남중학교	10590	36.3246	127.445
신흥동시외버스정류소	10570	36.3225	127.445
어진마을아파트	10550	36.3209	127.444
효동주민센터	14170	36.3171	127.443
천동초등학교	14180	36.3157	127.445
천동휴먼시아	14200	36.3136	127.446
홈플러스가오점	14130	36.3056	127.458
은어송마을2단지	10460	36.3025	127.459
동구아름다운복지관	14640	36.2683	127.472
동구아름다운복지관	9001028	36.2673	127.472
동구아름다운복지관	14650	36.2681	127.472
남부여성가족원	10480	36.3024	127.46
홈플러스가오점	14140	36.3058	127.458
천동휴먼시아	14210	36.3141	127.446
천동초등학교	14190	36.316	127.445
효동현대아파트	10220	36.3183	127.443
신흥마을아파트정문	10560	36.3208	127.444
신흥동시외버스정류소	10580	36.3224	127.445
충남중학교	11250	36.3247	127.446
충남중네거리	11230	36.3275	127.444
홍도동현암아파트	12090	36.3447	127.424
홍도지하보도	12060	36.3476	127.422
한남대학교	50330	36.3509	127.419
오정동	50250	36.3544	127.417
오정육교	50210	36.3575	127.417
대화동육교	50570	36.3655	127.419
대전산업단지삼거리	50600	36.3682	127.42
읍내네거리	50660	36.3726	127.42
대흥네거리	20750	36.3238	127.426
대고오거리	20620	36.3231	127.422
문화육교	21900	36.3129	127.4
은어송마을2단지	10450	36.3035	127.457
은어송마을5단지	10500	36.3086	127.459
은어송마을4단지	10520	36.3101	127.461
은어송마을3단지후문	10730	36.3123	127.459
은어송마을6단지	10440	36.3108	127.457
동구청	10390	36.3103	127.455
햇님아파트	32570	36.3559	127.393
법원.검찰청	32400	36.3559	127.387
서구청	32320	36.356	127.384
이마트	32090	36.356	127.378
파랑새아파트	32020	36.356	127.376
강변아파트	34680	36.3674	127.376
둔천초등학교	34670	36.369	127.374
둔천초등학교	34670	36.3703	127.377
월평주공아파트	32830	36.3624	127.37
이마트	32110	36.3557	127.379
서구청	32330	36.3557	127.384
법원.검찰청	32420	36.3557	127.389
한마루아파트	32550	36.3557	127.393
동구청	10380	36.3115	127.456
은어송마을6단지	10420	36.3102	127.457
은어송마을3단지후문	10470	36.3119	127.459
은어송마을3단지	10510	36.3104	127.461
은어송마을5단지	10490	36.3084	127.459
은어송마을1단지	10430	36.3035	127.457
가장교오거리	34840	36.3281	127.386
가장제일장로교회	31470	36.3286	127.383
아이파크시티	46720	36.3351	127.334
유성구보건소	46810	36.3542	127.329
구암동기점지	46800	36.3564	127.329
유성구보건소	46820	36.3541	127.329
아이파크시티	46710	36.3352	127.333
변동복개도로	30360	36.3282	127.384
가장교오거리	34830	36.3278	127.386
홍도치안센터	14690	36.3466	127.426
동산지하차도	14710	36.3455	127.422
솔랑마을아파트	14790	36.3439	127.421
도산서원	31250	36.3435	127.4
e편한세상아파트	31220	36.3413	127.397
둔산전자타운	31200	36.3398	127.395
백운초등학교	31430	36.3398	127.387
KT서대전지사입구	31400	36.3385	127.385
괴정동주민센터	31370	36.336	127.382
서대전고등학교	32810	36.3592	127.369
진달래아파트	32800	36.3592	127.368
괴정동주민센터	31380	36.3362	127.382
KT서대전지사입구	31390	36.3378	127.385
예지중고등학교	31440	36.3401	127.388
용문역7번출구	30990	36.3395	127.395
e편한세상아파트	31230	36.3412	127.397
도산서원	31010	36.343	127.4
솔랑마을아파트	14800	36.3434	127.422
동산지하차도	14720	36.3456	127.422
홍도치안센터	14700	36.3465	127.426
한국전력공사	35050	36.3271	127.372
봉산중학교입구	30220	36.3295	127.376
내동주민센터	31660	36.3319	127.378
괴정네거리	31690	36.334	127.38
오류초등학교입구	21320	36.3264	127.404
서대전초등학교	21220	36.3249	127.411
호수돈여고	20080	36.3274	127.415
중구국민체육센터	20150	36.3295	127.418
대동초등학교	11260	36.326	127.447
용방마을아파트	10890	36.3269	127.451
용운종합사회복지관	10940	36.3276	127.454
대전대학교입구	11000	36.3287	127.459
대전대학교	11030	36.3307	127.461
에코포레아파트	11090	36.3304	127.463
용운동주민센터	11050	36.3283	127.462
용운초등학교	11040	36.3269	127.462
용운도서관	11060	36.325	127.462
모리아파트	11080	36.3231	127.462
판암동성당	10810	36.3199	127.462
판암동성당	10790	36.32	127.462
용운도서관	11070	36.3247	127.462
용운동주민센터	11020	36.328	127.461
대전대학교입구	10960	36.3282	127.458
용운주공2단지	10920	36.3283	127.454
용방마을아파트	10900	36.3274	127.45
대동초등학교	11270	36.3262	127.447
중구국민체육센터	23190	36.3299	127.419
중앙초등학교	20120	36.3287	127.416
호수돈여고	21230	36.327	127.412
용두동주민센터	21210	36.325	127.411
오류초등학교입구	21310	36.3265	127.404
KT서대전지사입구	31410	36.3373	127.386
괴정네거리	31680	36.3336	127.379
내동네거리	30230	36.3299	127.376
서대전여고	30460	36.3267	127.371
효동현대아파트	10210	36.3178	127.442
효동행정복지센터	10190	36.3161	127.441
대흥동성당	20780	36.3261	127.428
원자력안전기술원	42860	36.3745	127.367
한국지질자원연구원	42820	36.3771	127.361
한국항공우주연구원	42800	36.3789	127.358
시민천문대	43050	36.3844	127.355
충렬사삼거리	43340	36.397	127.355
충렬사삼거리	9002745	36.3963	127.354
수천이들근린공원	47060	36.3939	127.353
자운근린공원	46580	36.3952	127.352
시민천문대	43040	36.3843	127.354
한국항공우주연구원	42790	36.3787	127.358
한국생명공학연구원	42810	36.3774	127.36
카이스트	42850	36.3744	127.367
구성삼거리	42870	36.3705	127.369
효동행정복지센터	10200	36.3161	127.441
대전대학교동문	14520	36.3354	127.464
용운마젤란아파트	10950	36.3377	127.457
꿈에그린아파트	10970	36.3331	127.457
우송대동캠퍼스	10910	36.3331	127.453
자양동주민센터	11350	36.3356	127.449
성남네거리	12000	36.3412	127.437
아침마을아파트	11480	36.3423	127.439
가양초등학교	11510	36.3441	127.443
홈플러스동대전점	11860	36.3534	127.44
대전문학관입구	11850	36.3551	127.438
수정타운아파트정문	32640	36.3585	127.395
꿈나무아파트	32520	36.3598	127.392
갈마아파트3단지	31880	36.3415	127.372
둥지아파트정문	32560	36.3596	127.393
삼천중학교	32630	36.3591	127.395
대전문학관입구	11840	36.3551	127.437
구샤또호텔	11880	36.3529	127.44
가양초등학교	11500	36.3436	127.442
석촌마을아파트	12020	36.3419	127.438
대전역동광장	11420	36.3336	127.439
자양동주민센터	11360	36.3353	127.45
우송대동캠퍼스	14280	36.3329	127.454
꿈에그린아파트	10990	36.3331	127.457
용운마젤란아파트	10980	36.3382	127.458
대전대학교동문	14530	36.3354	127.464
신흥동종점	10530	36.3225	127.443
대전역	12410	36.332	127.432
샘머리아파트	32500	36.3616	127.39
한밭수목원	34740	36.3649	127.389
대전예술의전당	34730	36.365	127.384
자운근린공원	46570	36.3955	127.352
대전예술의전당	32380	36.3645	127.387
정부대전청사동문	32460	36.3615	127.39
삼성2동	12170	36.3398	127.417
현암시장	12160	36.3421	127.416
현암초등학교	12180	36.342	127.419
세천삼거리	13070	36.3477	127.495
증약	62210	36.3371	127.514
자모리	62230	36.336	127.522
새마을	62260	36.3342	127.528
군북면사무소	62290	36.3301	127.535
백석리	62340	36.3255	127.541
당골마을	62200	36.3176	127.547
옥각리	62030	36.3169	127.555
서정리	62040	36.3132	127.556
삼양사거리	62060	36.3095	127.561
삼양3리	62090	36.3079	127.564
옥천시외버스터미널	62100	36.3069	127.565
옥천교육청	62150	36.304	127.568
옥천종합상가	62170	36.3025	127.568
옥천버스앞	62120	36.2996	127.566
가화리	62430	36.3045	127.564
옥천기점	62190	36.307	127.563
가화리	5945	36.3045	127.564
옥천버스앞	62130	36.299	127.567
옥천농협앞	62140	36.3004	127.567
옥천종합상가	62160	36.3019	127.568
옥천중학교	62180	36.3038	127.569
옥천시외버스터미널	62110	36.307	127.566
삼양3리	62080	36.3082	127.563
삼양삼거리	62070	36.3095	127.561
서정리	62050	36.3128	127.557
옥각리	62020	36.3176	127.554
당골마을	62010	36.3178	127.547
백석리	62330	36.3261	127.541
군북면사무소	62280	36.3304	127.535
새마을	62250	36.3345	127.527
자모리	62240	36.3361	127.522
증약	62220	36.337	127.515
신상동	13090	36.3438	127.501
삼성2동	14540	36.34	127.416
현암시장	14550	36.3423	127.416
현암초등학교	12200	36.3424	127.42
근로복지공단대전병원	51160	36.3672	127.429
중리시장	51070	36.3666	127.426
스포츠프라자삼거리	51300	36.3654	127.423
영진로얄아파트	51270	36.3612	127.421
펜타뷰아파트	11220	36.3288	127.444
한밭여중입구	10880	36.3274	127.448
대전대학교입구	11010	36.328	127.459
세천공원	12980	36.3322	127.48
세천공원	12970	36.3323	127.48
영진로얄아파트	51290	36.3618	127.422
럭키스포츠프라자	51310	36.3654	127.423
중리시장	51380	36.3666	127.427
보람아파트	51170	36.3701	127.429
서대전역	21340	36.3235	127.405
오류네거리	21280	36.3267	127.403
태평중학교	21560	36.3298	127.396
태평오거리	21510	36.3266	127.395
삼부/새롬아파트	21430	36.3222	127.39
변동초등학교	30350	36.324	127.384
변동시장	30330	36.325	127.381
경남아파트	30400	36.3226	127.369
배재대학교종점	35110	36.3232	127.367
배재대학교종점	9007074	36.323	127.366
경남아파트	30370	36.3224	127.368
변동시장	30310	36.3248	127.381
변동초등학교	30340	36.3238	127.384
버드내2단지	21440	36.3218	127.39
태평오거리	21540	36.3265	127.395
태평중학교	21570	36.3298	127.397
오류네거리	21270	36.327	127.403
서대전역	21350	36.3227	127.405
삼육중학교입구	30620	36.3118	127.374
유천초등학교	30560	36.3141	127.374
배재시장	30530	36.317	127.374
도마중학교	30550	36.3198	127.374
변동중학교	30580	36.3228	127.374
변동근린공원	30590	36.3261	127.374
변동근린공원	30570	36.3253	127.374
귀빈장네거리	30540	36.3216	127.374
도마중학교	30520	36.3179	127.373
제일고등학교	30510	36.3151	127.373
도마2동주민센터	30600	36.3124	127.374
오정농수산물시장	50060	36.3582	127.41
충남여중삼거리	20390	36.3321	127.41
목동동대전농협	20340	36.3346	127.407
목양초등학교	23280	36.3363	127.406
목양마을아파트후문	23240	36.3369	127.404
어덕마을종점	21140	36.333	127.402
어덕마을종점	21150	36.3331	127.402
어덕마을종점	21150	36.3335	127.402
목양마을아파트후문	20320	36.3357	127.403
목양초등학교	23290	36.3362	127.406
목양마을아파트	20330	36.3341	127.407
대전역동광장	11430	36.3336	127.439
머티네거리	22350	36.3101	127.389
정림동종점	35640	36.2913	127.361
정림동종점	9007447	36.2924	127.36
정림동종점	9007448	36.2912	127.36
정림동종점	35650	36.2914	127.361
용전동주민센터	11800	36.3572	127.433
서오아파트	51530	36.3587	127.446
선비마을5단지	51030	36.3663	127.445
선비마을2단지	50970	36.3689	127.44
서오아파트	51520	36.3593	127.446
선비마을4단지후문	50990	36.3676	127.442
법동주공3단지	51090	36.3717	127.427
안산도서관	51110	36.3687	127.428
가장제일장로교회	31470	36.3286	127.382
유원아파트	51120	36.3694	127.427
삼정하이츠타운	51080	36.3734	127.426
선비마을3단지후문	53230	36.3677	127.442
충남대학병원동문	23180	36.3178	127.418
대자연아파트	23120	36.3154	127.417
홀트아동복지회관	23230	36.313	127.414
한밭도서관후문	23140	36.3104	127.411
둔산초등학교	31040	36.3484	127.383
을지대학병원	32300	36.3548	127.383
천연기념물센터	34790	36.3674	127.394
스마트시티5단지	43310	36.3761	127.394
스마트시티2단지	43290	36.3775	127.39
DCC종점	45320	36.3762	127.39
연구개발특구진흥재단	45550	36.3754	127.393
천연기념물센터	34780	36.3674	127.393
을지대학병원	34770	36.3547	127.383
둔산초등학교	32280	36.3484	127.383
한밭도서관후문	23150	36.3101	127.411
홀트아동복지회관	23640	36.3122	127.414
대자연아파트	23130	36.3154	127.417
변전소네거리	30240	36.3294	127.376
서대전여고	30460	36.3269	127.371
남대전고등학교	9001246	36.3157	127.427
대종로네거리	20260	36.3341	127.421
대덕구청소년수련관	51490	36.3632	127.435
그린아파트	51250	36.3658	127.435
소월아파트	51210	36.3686	127.433
그린아파트	51230	36.3658	127.434
대덕구청소년수련관	51480	36.3631	127.435
대종로네거리	20240	36.3344	127.421
조폐공사ID본부	44380	36.4144	127.412
뉴로스	44390	36.4175	127.412
화인테크	46250	36.4201	127.41
미건테크노월드	44340	36.4228	127.407
대덕밸리용신교	44470	36.4256	127.402
장고개삼거리	51920	36.4313	127.407
신일네거리	51890	36.4365	127.407
을미기네거리	51950	36.4409	127.409
대덕우체국네거리	51900	36.4446	127.405
행복한마을아파트	52080	36.4381	127.423
덕암우체국	52050	36.4346	127.422
새일초등학교	52150	36.4305	127.419
선바위	52140	36.4252	127.419
들말/신대차고지	50820	36.4125	127.424
대전고등학교	9001376	36.3233	127.425
들말/신대차고지	50840	36.4104	127.425
선바위	52160	36.4248	127.419
새일초등학교	52170	36.4299	127.419
덕암우체국	52240	36.4342	127.422
행복한마을아파트	52290	36.438	127.423
대덕우체국네거리	51870	36.444	127.405
을미기네거리	51940	36.4409	127.409
신일네거리	51880	36.4362	127.406
장고개삼거리	51910	36.4309	127.406
대덕밸리용신교	44460	36.4256	127.402
미건테크노월드	44350	36.4226	127.406
화인테크	45420	36.4199	127.41
뉴로스	44370	36.4174	127.411
조폐공사ID본부	44360	36.4139	127.411
대청ENG	45430	36.412	127.41
신탄진기점지	51650	36.4515	127.418
금강엑슬루타워정문	53370	36.45	127.419
평촌동	52310	36.4358	127.425
상서삼거리	52220	36.4301	127.422
선바위	52200	36.4241	127.42
선바위삼거리	52190	36.4212	127.42
선바위	52210	36.4238	127.42
상서삼거리	52230	36.4292	127.422
평촌동	52320	36.4355	127.425
신탄진기점지	51650	36.4505	127.418
복용동	41960	36.3391	127.317
복용2통	41970	36.3407	127.319
충열사	43350	36.3973	127.356
대전광역시인재개발원	43440	36.4011	127.363
방현동	43470	36.405	127.367
대전시립제1노인병원	45560	36.4065	127.372
석봉과선교	52850	36.4474	127.43
보훈병원종점	52970	36.4485	127.438
화암네거리	43490	36.4072	127.374
방현동	43480	36.4054	127.367
대전광역시인재개발원	43450	36.4019	127.363
복용2통	41980	36.341	127.319
복용동	41950	36.3392	127.317
학하동	40470	36.3377	127.315
신탄진동행정복지센터	53350	36.4528	127.429
직업능력개발원	52000	36.4394	127.411
벤처타운장영실관	52030	36.4371	127.413
시알들삼거리	51980	36.4337	127.41
대덕밸리용신교	44440	36.4255	127.401
현대아울렛북문	46680	36.4247	127.399
중일고등학교	44570	36.4213	127.388
테크노밸리6.10단지	44660	36.4201	127.392
테크노밸리11.12단지	44420	36.4177	127.395
LH연구원	44140	36.4055	127.398
둔산2동주민센터	32230	36.3535	127.381
시청환승지	32340	36.3525	127.384
LH연구원	44150	36.4056	127.398
푸르지오하임1,2단지	44430	36.4175	127.395
테크노밸리6.10단지	44640	36.4203	127.392
중일고등학교	44580	36.4214	127.389
대덕밸리용신교	44450	36.4254	127.401
시알들삼거리	51990	36.4343	127.411
벤처타운장영실관	52020	36.4376	127.413
직업능력개발원	52010	36.4396	127.411
신탄진동행정복지센터	53360	36.452	127.429
새여울아파트	52910	36.4525	127.435
신탄진고등학교	52930	36.4505	127.435
중리근린공원	51330	36.3638	127.425
중리동주민센터	51340	36.3605	127.425
대전역동광장	11400	36.3335	127.439
중리동주민센터	51360	36.3607	127.425
중리근린공원	51350	36.3634	127.425
신탄진고등학교	52940	36.4501	127.435
탑립육교	44410	36.4113	127.395
한신에스메카	44650	36.428	127.391
웅진에너지	44620	36.4334	127.391
한솔제지	51840	36.4397	127.402
동건운수	51960	36.4305	127.409
지수체육공원입구	53310	36.43	127.412
KT&G	53020	36.4379	127.427
유창산업	53040	36.4322	127.425
상서동	53030	36.4276	127.423
철도차량정비단	53050	36.426	127.426
철도차량정비단	53050	36.4267	127.428
달수정	53010	36.4293	127.429
평촌동	53060	36.4318	127.434
태양마을	52380	36.4371	127.434
KT&G사택	53240	36.4382	127.432
신탄진과선교	52820	36.4426	127.43
국방신뢰성연구센터	53550	36.4303	127.412
동건운수	51970	36.4312	127.409
한솔제지	51850	36.4404	127.402
웅진에너지	44610	36.4332	127.39
한신에스메카	44630	36.4286	127.391
탑립육교	44400	36.4113	127.395
원촌교네거리	50610	36.3768	127.412
보문산진입로	23310	36.3156	127.425
보문산공원로	23330	36.3137	127.422
보문산공원	23350	36.312	127.42
보문산공원로	23340	36.3135	127.422
보문산진입로	23320	36.3159	127.426
한화생명이글스파크	23300	36.3181	127.429
문창동보문교	23360	36.3203	127.434
원촌교네거리	50620	36.3768	127.412
갑천역	32710	36.3545	127.355
갑천역	32700	36.3551	127.355
목화아파트	30060	36.3078	127.374
복수자이아파트	30040	36.3057	127.373
장미아파트	30940	36.337	127.392
만년동	34700	36.3651	127.376
만년고등학교	34660	36.3678	127.373
만년고등학교	9001595	36.3674	127.374
만년중학교	34690	36.3672	127.376
계룡아파트	30020	36.3054	127.373
서부경찰서	30070	36.3094	127.374
탑립동	44330	36.4118	127.406
청벽산공원네거리	46050	36.413	127.406
한국방송통신대학교	45860	36.4144	127.401
중앙백신연구소	45630	36.4079	127.377
국립과학수사연구원	43570	36.4074	127.383
대한항공기술연구원	45920	36.4027	127.389
한남대대덕캠퍼스	44090	36.4003	127.392
둥지네거리	32430	36.3595	127.389
시청환승지	32360	36.352	127.385
시청환승지	32360	36.3525	127.385
한남대대덕캠퍼스	44080	36.4007	127.392
대한항공기술연구원	45910	36.4029	127.389
국립과학수사연구원	43580	36.4064	127.385
중앙백신연구소	45410	36.4082	127.377
한국방송통신대학교	45870	36.4143	127.401
청벽산공원네거리	46060	36.4128	127.406
보성네거리	23480	36.3042	127.394
백골삼거리	23460	36.3001	127.393
대전보훈공원입구	23440	36.2982	127.395
사정공원	23630	36.2986	127.405
백골저수지	23420	36.2958	127.4
무수동입구	23530	36.2771	127.402
무수동	23550	36.277	127.407
구완2교	23570	36.2774	127.422
구완동	22780	36.2794	127.425
구완동	22780	36.2792	127.424
구완2교	3065	36.2776	127.422
무수동	23560	36.2769	127.407
무수동입구	23540	36.2771	127.402
백골저수지	23410	36.2957	127.4
대전보훈공원입구	23430	36.2983	127.395
백골삼거리	23450	36.3	127.393
보성네거리	23470	36.3036	127.394
삼정동.근장골길	52680	36.4473	127.465
삼정마을회관	53580	36.4497	127.466
로하스캠핑장	53560	36.4552	127.476
로하스캠핑장	53570	36.4552	127.476
삼정마을회관	53590	36.4498	127.466
삼정동.근장골길	52690	36.4474	127.465
금탄동종점	45060	36.4925	127.384
대동1통	44980	36.4853	127.395
대동2통	45040	36.4836	127.397
대동	45020	36.481	127.396
대동	45000	36.4789	127.395
대동보건소	44960	36.4758	127.395
대동보건소	44970	36.4758	127.395
대동	45010	36.4789	127.396
대동	45030	36.481	127.396
대동2통	45050	36.4836	127.397
대동1통	44990	36.4854	127.395
신안동	9002115	36.3307	127.441
서부소방서	34750	36.3095	127.372
시청환승지	32340	36.3516	127.384
바이오니아	44690	36.4304	127.396
한들교	45400	36.4283	127.398
예미지7단지	46310	36.3468	127.348
봉명베르디움	45660	36.35	127.348
봉명베르디움	45670	36.35	127.348
예미지7단지	45650	36.348	127.348
죽동예미지아파트	46360	36.3699	127.335
죽동천년나무아파트	46380	36.3707	127.337
충대서문	46400	36.3702	127.34
수정초등학교	46070	36.3671	127.314
수정초등학교	46080	36.3666	127.314
죽동천년나무아파트	46390	36.3707	127.338
죽동칸타빌아파트	46370	36.3691	127.334
왕대1구	73600	36.2601	127.278
왕대2리입구	8007104	36.2542	127.274
아워홈	77030	36.2503	127.272
길산스틸	77010	36.2516	127.275
왕대리	73550	36.2544	127.274
세화주택	73480	36.2527	127.269
선바위	73440	36.2513	127.267
재실	73410	36.2492	127.262
입암리마을회관종점	8007108	36.2474	127.259
재실	77060	36.2491	127.261
선바위	73450	36.2511	127.267
세화주택	73490	36.2527	127.269
왕대리	73540	36.2543	127.274
길산스틸	77020	36.2517	127.275
아워홈	77040	36.2504	127.272
왕대2리입구	73540	36.2542	127.274
왕대1구	73610	36.26	127.279
금암주공아파트	73980	36.27	127.257
엄사면사무소	77380	36.2889	127.239
엄사1리	77410	36.2872	127.235
파라디아아파트	77560	36.2849	127.233
신도초등학교	77540	36.2824	127.238
블루힐스아파트	77100	36.2792	127.238
유동리	73220	36.2754	127.236
계룡예술의전당	77110	36.273	127.235
계룡시민체육관	73220	36.268	127.233
합판리	73200	36.2628	127.228
광석리	73180	36.2665	127.225
광석낚시터	73880	36.2709	127.224
소라실	73890	36.2752	127.225
향한리마을회관	73900	36.281	127.222
향적산입구	73910	36.2817	127.219
장자동	73920	36.2733	127.213
도곡2교	73115	36.2696	127.214
도곡리	73150	36.2678	127.214
도곡2리	77350	36.2609	127.212
도곡리	73150	36.2676	127.214
도곡2교	77130	36.2696	127.214
장자동	77140	36.2734	127.213
향적산입구	77150	36.2817	127.219
향한리마을회관	77160	36.281	127.222
소라실	77180	36.2752	127.225
광석낚시터	77190	36.271	127.224
광석리	77200	36.2665	127.225
합판리	73210	36.2626	127.228
계룡시민체육관	73230	36.268	127.234
유동리	73230	36.2753	127.236
신도초등학교	77550	36.2825	127.238
파라디아아파트	77570	36.2847	127.233
엄사1리	77400	36.2871	127.236
엄사면사무소	77390	36.2889	127.24
금암주공아파트	73970	36.2699	127.257
MG새마을금고	77220	36.2736	127.256
하대실	73380	36.2568	127.256
농소리마을회관	73360	36.2539	127.252
농소리	73360	36.2543	127.253
하대실	73370	36.2567	127.256
MG새마을금고	77210	36.2742	127.256
사기소	71130	36.3592	127.252
여성정책개발원.동월마을	71150	36.352	127.253
밀목재.천수암	71170	36.3399	127.25
계룡대CC.괴목정	73760	36.324	127.245
계룡대제3문	8007198	36.3168	127.244
계룡대제1정문	73660	36.3087	127.237
두마면사무소앞	8007125	36.2665	127.272
더샵아파트	8007200	36.2675	127.27
이편한세상아파트정문	8007201	36.2686	127.265
신도안아파트	73730	36.2979	127.245
계룡대제2문	73640	36.3	127.237
계룡대제1정문	73650	36.3085	127.236
계룡대제3문	8007199	36.317	127.244
계룡대CC.괴목정	73750	36.3234	127.245
밀목재.천수암	71160	36.3397	127.25
여성정책개발원.동월마을	71180	36.3519	127.253
사기소	71140	36.3594	127.252
품안마을아파트	8007118	36.3024	127.245
신도안면사무소앞	8007117	36.3004	127.243
신도안면사무소앞	8007114	36.3001	127.243
품안마을아파트	8007113	36.3023	127.245
대림아파트정문	8007206	36.2683	127.265
두마면사무소앞	8007207	36.2664	127.272
엄사중학교	8007129	36.2866	127.232
향한1리	8007130	36.2832	127.221
향한리웃마을	77500	36.2851	127.217
무상사.항적산 치유의 숲	8007135	36.2918	127.213
향한리웃마을	77480	36.2853	127.217
향한리마을회관	77490	36.2811	127.222
향한리용기말	77500	36.2777	127.224
원광어린이집	8007121	36.2634	127.225
도곡리배울교	77340	36.265	127.219
도곡리	73150	36.2679	127.214
향한1리	8007137	36.2831	127.221
엄사중학교	8007138	36.2866	127.232
두마면사무소앞	9007125	36.2665	127.272
효평삼거리	12950	36.4093	127.474
이현동	52570	36.412	127.467
이현동마을정보센터	52570	36.4114	127.463
이현동	52550	36.415	127.458
갈전동	52610	36.4276	127.466
삼정동.농기계보관창고	52630	36.4311	127.468
삼정동	52660	36.4378	127.463
삼정동.소골마을	52710	36.4426	127.467
신탄진26통	52890	36.4439	127.434
신탄진정수장	53300	36.4428	127.441
용호동종점	52980	36.436	127.449
용호동종점	52980	36.4373	127.448
신탄진정수장	53140	36.4429	127.441
신탄진26통	52880	36.444	127.434
삼정동.소골마을	52700	36.4426	127.467
삼정동	52670	36.4378	127.463
삼정동.농기계보관창고	52620	36.4311	127.468
갈전동	52600	36.4277	127.466
이현동	52540	36.4149	127.458
이현동마을정보센터	52560	36.4117	127.463
이현동	52590	36.412	127.467
대전동신과학고	12670	36.3322	127.477
효평삼거리	12940	36.4097	127.474
효평삼거리	12950	36.4096	127.474
교도소	40350	36.3114	127.325
서일고/서일여고	35280	36.2952	127.326
관저더샵2단지	35560	36.2936	127.327
관저동예미지아파트	35520	36.292	127.334
다온숲아파트	35210	36.292	127.34
천년나무아파트	35230	36.294	127.344
느리울초등학교	35250	36.2971	127.342
가수원역	9001027	36.2986	127.356
느리울13단지	35260	36.2975	127.345
어반힐스아파트	35240	36.2939	127.343
다온숲아파트	35220	36.2925	127.34
관저체육공원	35270	36.2924	127.337
관저동예미지아파트	35530	36.2924	127.333
관저더샵1단지	35570	36.2938	127.328
서일고/서일여고	35290	36.2955	127.326
대전역	14730	36.3328	127.432
오정농수산시장	53480	36.3587	127.405
대덕산업단지	53490	36.4378	127.396
한국개발연구원(KDI)	051120	36.4811	127.308
소담동	051115	36.4827	127.297
세종시청.교육청.시의회	051112	36.4786	127.289
보람동.대평동	051110	36.4755	127.281
대평동	076070	36.4722	127.276
세종터미널	051121	36.4708	127.273
한솔동	051048	36.4803	127.263
새롬동.나성동	051007	36.4869	127.258
다정동	051015	36.4938	127.257
정부세종청사남측	052029	36.5007	127.26
정부세종청사북측	052033	36.5042	127.261
도담동	052008	36.514	127.259
세종충남대학교병원	052064	36.5205	127.259
해밀리	031056	36.5286	127.264
한별리	031054	36.5339	127.277
누리리	031073	36.534	127.292
오송역	013012	36.6192	127.327
오송역	9007055	36.6166	127.329
누리리	031057	36.5341	127.292
한별리	031053	36.534	127.276
해밀리	031055	36.5294	127.265
세종충남대학교병원	052065	36.5216	127.26
도담동	052009	36.5147	127.259
정부세종청사북측	052036	36.505	127.262
정부세종청사남측	052030	36.5016	127.26
다정동	052018	36.4947	127.256
새롬동.나성동	051009	36.4874	127.257
한솔동	051049	36.481	127.262
세종터미널	051122	36.4707	127.273
대평동	076080	36.4722	127.277
보람동.대평동	051107	36.4751	127.281
세종시청.교육청.시의회	051111	36.4784	127.288
소담동	051117	36.4825	127.298
한국개발연구원(KDI)	051119	36.4813	127.308
대덕산업단지	53500	36.438	127.396
월드컵경기장역	46490	36.3671	127.316
영무예다음아파트	46440	36.3742	127.306
세종고속시외버스터미널	057015	36.4686	127.275
대평동(해들마을)	051124	36.472	127.276
보람동(해들마을)	051108	36.4747	127.281
세종시청.교육청.시의회	051096	36.4781	127.288
세종우체국(남부서,보람초)	051100	36.4802	127.293
소담동(새샘마을)	051116	36.4824	127.297
법원,검찰청,경찰청	057019	36.4869	127.302
국책연구단지남측	057013	36.491	127.304
국책연구단지동측	051139	36.495	127.307
반곡동(수루배마을)	059030	36.4973	127.311
반곡고등학교	8007476	36.4974	127.316
수루배마을6단지	76230	36.4944	127.318
새나루마을9,10단지	76250	36.493	127.323
새나루마을9,10단지	76240	36.493	127.325
수루배마을6단지	76220	36.4945	127.319
반곡고등학교	8007477	36.4977	127.316
반곡동(수루배마을)	059031	36.4978	127.312
국책연구단지동측	051140	36.495	127.306
국책연구단지남측	053054	36.4923	127.304
법원,검찰청,경찰청	057012	36.4871	127.301
소담동(새샘마을)	051118	36.4826	127.297
세종우체국(남부서,보람초)	051101	36.4805	127.293
세종시청.교육청.시의회	051097	36.4789	127.289
보람동(호려울마을)	051109	36.4758	127.282
대평동(해들마을)	051123	36.4724	127.276
세종고속시외버스터미널	057016	36.4688	127.275
노은휴먼시아4단지	46460	36.3779	127.304
영무예다음아파트	46450	36.3744	127.305
월드컵경기장역	46480	36.3667	127.316
충남대학교	46470	36.3624	127.343
버드내아파트	23210	36.3161	127.387
버드내아파트	23210	36.317	127.386
파라곤아파트	23220	36.3209	127.387
대룡초등학교	14890	36.3299	127.455
은어송마을3단지후문	9002451	36.3114	127.459
용수골	14680	36.3338	127.456
파라곤아파트	23670	36.3201	127.386
서남부터미널종점	9003105	36.3127	127.388
구봉고등학교	35310	36.2949	127.33
도솔초등학교	35330	36.3117	127.347
옥녀봉네거리	35350	36.332	127.349
